RK,PLAYER,Team,PASS EPA,RUN EPA,SACK EPA,PEN EPA,TOTAL EPA,ACT PLAYS,RAW QBR,TOTAL QBR,Season
81,Joe Licata, BUFF,40.2,4,-10.4,5.1,38.8,420,67.1,51.2,2014
82,C.J. Brown, MD,7,17.5,-21.1,0.5,4,550,39.9,50.5,2014
83,Cyler Miles, WASH,36.9,-8.5,-13.2,0.3,15.8,485,48.4,50,2014
84,Dane Evans, TLSA,28.2,0.1,-12.6,1,17.2,583,47.4,49.8,2014
85,Sean Mannion, ORST,35.4,-4,-22.6,5.1,13.6,560,45.3,48.6,2014
86,Daxx Garman, OKST,19.2,1.9,-15.8,3.1,8.4,362,45.4,48.4,2014
87,Logan Woodside, TOL,32.5,-6.5,-6,4.5,24.6,386,57.2,48.3,2014
88,Michael Brewer, VT,25.9,10.5,-25.6,4.1,15.1,593,44.8,47.9,2014
89,Brian Burrell, FRES,26.5,10,-16.4,3.3,23.4,568,51.9,47.7,2014
90,Cody Clements, UAB,34.6,1.9,-14,-0.4,21.8,399,54.6,47.6,2014
91,Brandon Silvers, TROY,35.3,8.5,-11.7,-0.1,31.8,393,61.7,47.5,2014
92,Keenan Reynolds, NAVY,7.6,22.3,-10.4,-0.7,18.8,372,52.1,46.8,2014
93,Nick Mullens, USM,31.2,0,-12.8,1.9,20.1,446,52.3,46.6,2014
94,Blake Decker, UNLV,32.3,10.5,-18.8,2.1,26.4,597,51.2,46.4,2014
95,Anthony Jennings, LSU,6.6,0.9,-15.1,2.4,-5.1,360,33.8,46.1,2014
96,Fredi Knighten, ARKST,47.2,6.3,-17.8,-2.1,33.5,703,53.3,45.8,2014
97,Austin Appleby, PUR,-2.9,7.7,-6.7,0.5,-1.4,346,36.5,45.5,2014
98,Joe Gray, SJSU,23.8,7.7,-8.6,-0.4,22.5,412,54.5,44.6,2014
99,Trevor Siemian, NW,23.5,2.3,-23.3,0.8,3.2,489,39.6,44.5,2014
100,Mike White, USF,17.2,-1.7,-9.4,1,7.1,292,45,43.3,2014
101,Jack Milas, BALL,16.3,1.7,-4.7,2.8,15.9,249,55.2,43,2014
102,Jeff Driskel, FLA,-5.4,7.1,-5.8,1.6,-2.4,293,35.2,42.5,2014
103,Tyler Jones, TXST,45.2,1,-16.2,-1.4,28.8,581,53.5,42.1,2014
104,Quinn Kaehler, SDSU,23.4,0.2,-11.6,1.3,13.4,365,48.6,42.1,2014
105,Cole Stoudt, CLEM,1.7,0.2,-10.5,1.1,-7.5,387,32.1,40.5,2014
106,Colin Reardon, KENT,20.2,0.1,-7,5.5,18.9,496,48.8,40,2014
107,Colby Kirkegaard, WYO,30.9,4.2,-24.2,-0.7,10.2,474,44.2,39.5,2014
108,James Knapke, BGSU,23.9,5.3,-13.4,8.6,24.3,608,49.2,39.4,2014
109,Pete Thomas, ULM,39.1,2.9,-26.2,4.4,20,652,46.2,38.8,2014
110,Reginald Bell, EMU,8.7,12.1,-11.4,1.1,10.5,337,48.8,38.3,2014
111,Jameill Showers, UTEP,6.8,12.6,-5.3,1.4,15.5,424,49.6,38.3,2014
112,Ozzie Mann, BALL,22.1,-7.3,-5,0.6,10.4,246,50.1,37.7,2014
113,Christian Hackenberg, PSU,20,-5.3,-32.8,3,-15.1,637,31.8,37.3,2014
114,Matt Davis, SMU,-2.2,12.3,-9.3,-0.5,0.4,294,38.2,36.7,2014
115,Angel Santiago, ARMY,3.5,9,-6.5,0.6,6.7,284,44.5,36.3,2014
116,Tanner Lee, TULN,9.4,-0.9,-15.4,3,-3.8,400,34.9,34.7,2014
117,Phillip Walker, TEM,-0.7,-0.5,-12.7,3.2,-10.7,524,32,34.3,2014
118,Andrew Hendrix, M-OH,29.2,13.8,-32.3,0.8,11.2,678,42.4,33.9,2014
119,Kyle Pohl, AKRON,10.2,2.3,-10.8,3.7,5.5,464,41.5,33.6,2014
120,Brandon Bridge, USA,20,5.1,-15.7,1.7,11,437,45,33.3,2014
121,Tyler Rogers, NMSU,26.3,-10.2,-5.6,2.3,12.9,545,45.2,32.7,2014
122,John Wolford, WAKE,9.1,-8.9,-31.5,3,-28.3,500,23.5,31.3,2014
123,Ikaika Woolsey, HAW,11.1,3.7,-24.2,2.8,-6.6,586,34.3,31,2014
124,Andrew McNulty, UNT,5.3,-1,-5.5,1.6,0.5,263,38.5,29.3,2014
125,JD Sprague, OHIO,0.9,5.3,-5.7,0.6,1.2,289,39,29.3,2014
126,Chandler Whitmer, UCONN,2.1,-0.1,-16.3,2.5,-11.6,326,28.5,26.1,2014
127,Matt Linehan, IDAHO,15.5,-3.9,-21,1.9,-7.8,510,33.2,25.7,2014
128,Alex McGough, FIU,3,3.3,-21.5,-1.4,-16.8,399,27.3,22.5,2014
129,Austin Robinson, UTSA,-4,4.8,-10.6,1.5,-8.2,240,28.6,20.3,2014
